Prolific_ID,ID,Condition,Joke,Critical,Meaning1,Meaning2,key_resp_sentence.rt,slider_relatedness_responseValue,slider_relatedness_responseTime,key_resp_IsItJoke.keys,key_resp_IsItJoke.rt,slider_IsItFunny_responseValue,slider_IsItFunny_responseTime,DistanceFromCenter,Correct
664a0d8b5ef52adae600c9fa,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,2.168,5.0,2.649,left,0.587,2.0,1.132,1.0,1
664a0d8b5ef52adae600c9fa,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,3.489,6.0,2.049,right,1.415,1.0,1.4,2.0,1
664a0d8b5ef52adae600c9fa,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,3.129,1.0,2.483,right,1.202,1.0,1.233,3.0,1
664a0d8b5ef52adae600c9fa,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,2.543,3.0,3.218,left,1.225,3.0,1.116,1.0,0
664a0d8b5ef52adae600c9fa,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,3.629,1.0,2.45,right,1.201,1.0,3.332,3.0,1
664a0d8b5ef52adae600c9fa,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,2.567,3.0,3.199,right,3.055,1.0,1.181,1.0,1
664a0d8b5ef52adae600c9fa,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,1.822,3.0,1.432,left,1.115,3.0,0.901,1.0,1
664a0d8b5ef52adae600c9fa,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,3.247,3.0,1.764,left,0.977,1.0,1.4,1.0,1
664a0d8b5ef52adae600c9fa,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,2.374,1.0,2.349,right,1.195,1.0,1.082,3.0,1
664a0d8b5ef52adae600c9fa,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,3.15,1.0,3.499,right,0.629,1.0,1.116,3.0,1
664a0d8b5ef52adae600c9fa,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,2.928,5.0,2.765,right,0.651,1.0,1.315,1.0,1
664a0d8b5ef52adae600c9fa,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,1.498,6.0,3.383,right,1.179,1.0,1.032,2.0,1
664a0d8b5ef52adae600c9fa,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,1.696,3.0,2.416,left,1.629,1.0,1.331,1.0,0
664a0d8b5ef52adae600c9fa,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,2.939,2.0,1.967,right,1.335,1.0,1.016,2.0,1
664a0d8b5ef52adae600c9fa,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,2.16,1.0,1.485,right,1.095,1.0,1.0,3.0,1
664a0d8b5ef52adae600c9fa,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,1.977,1.0,2.116,right,1.968,1.0,1.0,3.0,1
664a0d8b5ef52adae600c9fa,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,2.274,1.0,1.716,left,1.312,5.0,0.766,3.0,1
664a0d8b5ef52adae600c9fa,26.0,Sense1,I got fired from the chocolate factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,2.231,1.0,2.484,right,1.861,1.0,1.084,3.0,1
664a0d8b5ef52adae600c9fa,19.0,Joke,The actor fell through the floorboards: he was going through a stage,STAGE,THEATER,PHASE,2.732,5.0,1.982,left,1.211,3.0,0.7,1.0,1
664a0d8b5ef52adae600c9fa,17.0,Joke,Secret agents don't sleep because they don't want to give away their covers,COVERS,DUVET,IDENTITY,2.834,2.0,1.832,right,2.147,1.0,0.998,2.0,0
664a0d8b5ef52adae600c9fa,37.0,Sense2,It's hard for leopards to have plain fur as they're always spotted.,SPOTTED,SEEN,PATTERNED,3.037,2.0,2.283,left,0.911,1.0,1.132,2.0,0
664a0d8b5ef52adae600c9fa,14.0,Joke,"I heard he was on a roll, turns out he fell asleep at the bakery.",ROLL,BREAD,SUCCESS,4.539,1.0,1.566,left,1.094,1.0,1.166,3.0,1
664a0d8b5ef52adae600c9fa,22.0,Sense1,The man didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,2.427,2.0,2.416,right,1.062,1.0,1.764,2.0,1
664a0d8b5ef52adae600c9fa,25.0,Sense1,She had a bright mind but never developed it.,DEVELOPED,IMPROVE,FILM,1.647,2.0,1.498,right,1.013,1.0,0.883,2.0,1
664a0d8b5ef52adae600c9fa,32.0,Sense2,"Some people believe the earth is flat, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,5.151,6.0,2.284,right,1.115,1.0,0.955,2.0,1
664a0d8b5ef52adae600c9fa,20.0,Joke,Mac users don't get enough sunlight because they don't have Windows,WINDOWS,COMPUTER,GLASS,2.301,6.0,1.8,left,1.061,2.0,0.884,2.0,1
664a0d8b5ef52adae600c9fa,16.0,Joke,"The restaurant on the moon had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,2.346,1.0,1.817,left,1.102,4.0,0.899,3.0,1
664a0d8b5ef52adae600c9fa,21.0,Sense1,The man on death row was worried. His days were numbered.,NUMBERED,LIMITED,SEQUENCE,3.526,1.0,1.449,right,1.868,1.0,0.953,3.0,1
664a0d8b5ef52adae600c9fa,33.0,Sense2,"I tried a bigger hammer to fix the painting to the wall, but I couldn't nail it.",NAIL IT,SUCCEED,RUST,3.815,2.0,1.399,left,1.012,1.0,0.95,2.0,0
664a0d8b5ef52adae600c9fa,13.0,Joke,The bank couldn't keep any secrets because it had too many tellers,TELLERS,GOSSIP,CASHIER,1.929,6.0,1.683,left,1.128,1.0,0.949,2.0,1
664a0d8b5ef52adae600c9fa,15.0,Joke,"I asked the librarian for books about paranoia. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,2.18,6.0,2.033,left,1.0,5.0,0.981,2.0,1
664a0d8b5ef52adae600c9fa,31.0,Sense2,"I wanted to buy a car with a gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,2.021,1.0,1.516,left,0.867,3.0,0.782,3.0,0
664a0d8b5ef52adae600c9fa,40.0,Sense2,No need to plug in the toy: its battery is charged,BATTERY,ASSAULT,POWERED,1.863,7.0,2.032,right,1.296,1.0,1.149,3.0,1
664a0d8b5ef52adae600c9fa,30.0,Sense1,"I had no idea who could have done this, and then it hit me.",IT HIT ME,REALISE,STRIKE,2.684,1.0,1.466,right,0.93,1.0,0.899,3.0,1
664a0d8b5ef52adae600c9fa,11.0,Joke,Cannibals don't eat clowns because they taste funny,FUNNY,WEIRD,LAUGHTER,2.095,3.0,1.133,left,1.552,2.0,0.934,1.0,1
664a0d8b5ef52adae600c9fa,39.0,Sense2,The man had broken his hip in the winter. He had a great fall.,FALL,AUTUMN,SLIP,5.328,6.0,1.532,left,0.708,2.0,0.864,2.0,0
664a0d8b5ef52adae600c9fa,35.0,Sense2,Communists love economic equality because there are no classes,CLASSES,SCHOOL,STATUS,3.635,5.0,1.549,right,1.127,1.0,1.183,1.0,1
664a0d8b5ef52adae600c9fa,29.0,Sense1,"I couldn't figure out how to solve the math problem, but then it clicked.",IT CLICKED,INSIGHT,SOUND,2.261,3.0,1.082,right,1.114,1.0,1.999,1.0,1
664a0d8b5ef52adae600c9fa,18.0,Joke,Why was the belt arrested? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,2.261,2.0,1.283,left,1.296,4.0,0.298,2.0,1
664a0d8b5ef52adae600c9fa,12.0,Joke,"After seeing the salad dressing, the tomato turned red",DRESSING,NAKED,CAESAR,2.869,6.0,2.099,left,0.878,2.0,0.866,2.0,1
664a0d8b5ef52adae600c9fa,23.0,Sense1,Why did your brother go to jail? Because he was framed,FRAMED,TRAPPED,WOODEN,3.285,3.0,1.2,right,1.03,1.0,0.999,1.0,1
664a0d8b5ef52adae600c9fa,24.0,Sense1,A mortuary can be thought of as a dead center,DEAD CENTER,COFFIN,MIDDLE,3.145,7.0,1.665,right,1.104,1.0,1.198,3.0,1
664a0d8b5ef52adae600c9fa,34.0,Sense2,"I used to vote for the left, I'm all right now.",ALL RIGHT,OK,DIRECTION,1.78,1.0,1.382,left,0.68,1.0,0.983,3.0,0
664a0d8b5ef52adae600c9fa,28.0,Sense1,"I used to be into chess, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,2.146,1.0,1.271,right,0.792,1.0,1.049,3.0,1
664a0d8b5ef52adae600c9fa,38.0,Sense2,"-Did you grind the nutmeg recently?
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,2.712,7.0,1.95,right,1.801,1.0,0.965,3.0,1
664a0d8b5ef52adae600c9fa,27.0,Sense1,She wasn't expecting me because I came unannounced; she looked surprised.,LOOKED,APPEARED,EXPRESSION,2.369,1.0,1.465,right,1.219,1.0,0.864,3.0,1
664a0d8b5ef52adae600c9fa,36.0,Sense2,How do you make the bride fast? Take away her food.,FAST,QUICK,HUNGRY,2.086,2.0,1.249,left,1.047,1.0,0.999,2.0,0
664a0d8b5ef52adae600c9fa,23.0,Joke,Why did the painting go to jail? Because it was framed,FRAMED,TRAPPED,WOODEN,2.12,3.0,0.948,left,0.553,2.0,1.549,1.0,1
664a0d8b5ef52adae600c9fa,39.0,Sense1,The University Student was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,3.396,5.0,1.249,left,0.736,1.0,0.964,1.0,0
664a0d8b5ef52adae600c9fa,36.0,Sense1,How do you make the car fast? Take away the brakes.,FAST,QUICK,HUNGRY,1.538,2.0,1.682,left,1.012,1.0,1.0,2.0,0
664a0d8b5ef52adae600c9fa,24.0,Joke,The graveyard is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,2.193,7.0,1.268,left,0.836,3.0,0.68,3.0,1
664a0d8b5ef52adae600c9fa,6.0,Sense2,The problem with some people is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,3.7,6.0,1.866,right,0.928,1.0,1.199,2.0,1
664a0d8b5ef52adae600c9fa,22.0,Joke,The skeleton didn't ask her out. He didn't have the guts,GUTS,COURAGE,ORGANS,2.661,3.0,1.099,left,0.68,2.0,0.933,1.0,1
664a0d8b5ef52adae600c9fa,1.0,Sense2,"- Is this safe to eat? 
- Yes, I had it for breakfast",SAFE,BANK,HARMLESS,1.481,6.0,1.765,right,0.747,1.0,1.434,2.0,1
664a0d8b5ef52adae600c9fa,8.0,Sense2,"The foreman told him to go to the mine. He said: ""that's what you pay me for""",MINE,BELONG,QUARRY,4.576,6.0,2.235,right,0.975,1.0,1.291,2.0,1
664a0d8b5ef52adae600c9fa,30.0,Joke,"I wondered why the car was getting bigger, and then it hit me.",IT HIT ME,REALISE,STRIKE,2.477,2.0,1.838,left,0.927,3.0,0.799,2.0,1
664a0d8b5ef52adae600c9fa,26.0,Joke,I got fired from the calendar factory. All I did was take a day off.,DAY OFF,LEAVE,RIP,1.653,2.0,1.583,left,1.019,4.0,0.748,2.0,1
664a0d8b5ef52adae600c9fa,2.0,Sense2,The key to a happy life is to stay positive,POSITIVE,STEROIDS,ATTITUDE,2.364,7.0,1.649,right,0.58,1.0,2.099,3.0,1
664a0d8b5ef52adae600c9fa,9.0,Sense2,"I don't like people who take my stuff, for example: airport security.",TAKE,SNATCH,USE,1.902,2.0,1.482,left,1.361,2.0,0.966,2.0,0
664a0d8b5ef52adae600c9fa,38.0,Sense1,"-There is only sea here 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,2.727,2.0,1.416,left,2.628,1.0,1.183,2.0,0
664a0d8b5ef52adae600c9fa,35.0,Sense1,The teacher loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,1.879,1.0,1.549,right,2.128,1.0,1.049,3.0,1
664a0d8b5ef52adae600c9fa,7.0,Sense2,The teacher was fired because she could not control her pupils,PUPILS,STUDENTS,EYES,1.333,1.0,1.316,right,1.212,1.0,0.899,3.0,1
664a0d8b5ef52adae600c9fa,40.0,Sense1,Local man arrested: charged with battery,BATTERY,ASSAULT,POWERED,2.113,2.0,1.133,right,0.963,1.0,0.866,2.0,1
664a0d8b5ef52adae600c9fa,25.0,Joke,She had a photographic memory but never developed it.,DEVELOPED,IMPROVE,FILM,1.668,2.0,1.12,left,1.062,2.0,0.766,2.0,1
664a0d8b5ef52adae600c9fa,21.0,Joke,The calendar was worried. Its days were numbered.,NUMBERED,LIMITED,SEQUENCE,2.213,6.0,1.15,left,1.029,1.0,1.116,2.0,1
664a0d8b5ef52adae600c9fa,10.0,Sense2,"-Order in the court! 
-I apologise, I will be silent, your Honour. ",ORDER,ASK,JUDGE,5.199,5.0,1.499,right,1.445,1.0,0.883,1.0,1
664a0d8b5ef52adae600c9fa,34.0,Sense1,"I was sick for a long time, I'm all right now.",ALL RIGHT,OK,DIRECTION,1.72,1.0,1.433,right,0.78,1.0,0.899,3.0,1
664a0d8b5ef52adae600c9fa,29.0,Joke,"I couldn't figure out how to use the seatbelt, but then it clicked.",IT CLICKED,INSIGHT,SOUND,1.912,2.0,0.916,left,0.768,2.0,0.849,2.0,1
664a0d8b5ef52adae600c9fa,37.0,Sense1,It's hard for people with neon clothes to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,2.61,2.0,1.2,right,0.643,1.0,0.849,2.0,1
664a0d8b5ef52adae600c9fa,4.0,Sense2,"The oven was ready for the pizza, it was wood fired",FIRED,BURN,UNEMPLOYED,1.405,2.0,1.315,right,1.3,1.0,0.883,2.0,1
664a0d8b5ef52adae600c9fa,31.0,Sense1,"I wanted to learn how to operate the new machine, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,2.826,1.0,1.116,right,1.042,1.0,1.0,3.0,1
664a0d8b5ef52adae600c9fa,27.0,Joke,I told her that she was drawing her eyebrows too high; she looked surprised,LOOKED,APPEARED,EXPRESSION,3.664,2.0,1.082,left,0.803,2.0,0.864,2.0,1
664a0d8b5ef52adae600c9fa,28.0,Joke,"I used to be a banker, but I lost interest",INTEREST,ENTHUSIASM,EARNINGS,1.616,4.0,0.547,right,4.163,1.0,2.049,0.0,0
664a0d8b5ef52adae600c9fa,3.0,Sense2,Two cellphones were tested. The reception was fantastic,RECEPTION,SIGNAL,PARTY,1.703,2.0,1.166,right,0.954,1.0,1.134,2.0,1
664a0d8b5ef52adae600c9fa,33.0,Sense1,I tried to sing a very difficult song but I couldn't nail it.,NAIL IT,SUCCEED,RUST,1.65,2.0,0.998,right,1.1,1.0,0.882,2.0,1
664a0d8b5ef52adae600c9fa,5.0,Sense2,Two soldiers in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,1.664,1.0,1.748,right,1.095,1.0,1.048,3.0,1
664a0d8b5ef52adae600c9fa,32.0,Sense1,"I thought I'd have cashews and almonds in my balanced meal, but that's just nuts",NUTS!,SQUIRREL,CRAZY,2.331,7.0,1.451,left,1.173,2.0,0.967,3.0,0
664a0d8b5ef52adae600c9fa,31.0,Joke,"I wanted to learn to use the gear stick, but I couldn't find a manual",MANUAL,HANDBOOK,TRANSMISSION,2.227,1.0,1.964,right,0.53,1.0,1.149,3.0,0
664a0d8b5ef52adae600c9fa,9.0,Sense1,"I don't like people who take drugs, for example: cocaine addicts",TAKE,SNATCH,USE,1.716,5.0,1.099,left,1.211,1.0,1.05,1.0,0
664a0d8b5ef52adae600c9fa,12.0,Sense2,"After seeing the woman dressing, the man turned red",DRESSING,NAKED,CAESAR,1.378,2.0,0.998,right,0.763,1.0,1.1,2.0,1
664a0d8b5ef52adae600c9fa,2.0,Sense1,Sometimes in sports anti-doping tests are positive,POSITIVE,STEROIDS,ATTITUDE,2.595,2.0,1.981,right,0.78,1.0,1.066,2.0,1
664a0d8b5ef52adae600c9fa,36.0,Joke,How do you make the turtle fast? Take away its food.,FAST,QUICK,HUNGRY,2.679,3.0,1.798,left,1.364,1.0,1.098,1.0,1
664a0d8b5ef52adae600c9fa,14.0,Sense2,"I heard he wanted a roll for lunch, I went to the bakery",ROLL,BREAD,SUCCESS,2.505,1.0,1.036,right,0.726,1.0,0.933,3.0,1
664a0d8b5ef52adae600c9fa,18.0,Sense2,Why was the convict arrested? For holding up a bank,HOLDING UP,FASTEN,ROB,2.013,7.0,1.532,right,0.694,1.0,1.099,3.0,1
664a0d8b5ef52adae600c9fa,10.0,Sense1,"-Order in the cafeteria 
-Ham and cheese on rye, please. ",ORDER,ASK,JUDGE,1.628,2.0,1.283,right,0.945,1.0,0.899,2.0,1
664a0d8b5ef52adae600c9fa,15.0,Sense2,"I asked the librarian for books about cooking. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,2.227,7.0,1.184,right,0.427,1.0,1.033,3.0,1
664a0d8b5ef52adae600c9fa,17.0,Sense2,Secret agents don't date because they don't want to give away their covers,COVERS,DUVET,IDENTITY,1.713,6.0,1.683,right,0.569,1.0,0.948,2.0,1
664a0d8b5ef52adae600c9fa,34.0,Joke,"I lost my left hand in an accident, I'm all right now.",ALL RIGHT,OK,DIRECTION,1.6,2.0,0.965,left,0.812,2.0,0.934,2.0,1
664a0d8b5ef52adae600c9fa,33.0,Joke,I tried to be a carpenter but I couldn't nail it.,NAIL IT,SUCCEED,RUST,1.546,2.0,0.965,left,0.856,1.0,0.93,2.0,1
664a0d8b5ef52adae600c9fa,1.0,Sense1,"- Is this safe locked? 
- No, I left it open on purpose",SAFE,BANK,HARMLESS,1.631,2.0,1.219,right,0.749,1.0,1.035,2.0,1
664a0d8b5ef52adae600c9fa,39.0,Joke,Humpty Dumpty was happy in the winter. He had a great fall.,FALL,AUTUMN,SLIP,2.162,2.0,1.749,left,0.995,1.0,1.116,2.0,1
664a0d8b5ef52adae600c9fa,40.0,Joke,Energizer bunny arrested: charged with battery,BATTERY,ASSAULT,POWERED,1.671,6.0,1.565,left,1.117,1.0,0.999,2.0,1
664a0d8b5ef52adae600c9fa,19.0,Sense2,The actor ran from left to right: he was going across the stage,STAGE,THEATER,PHASE,2.419,1.0,1.516,right,0.799,1.0,1.032,3.0,1
664a0d8b5ef52adae600c9fa,5.0,Sense1,Two fish in a tank. One says: When do you think we'll get fed?,TANK,WAR,WATER,2.629,7.0,1.314,right,0.444,1.0,0.983,3.0,1
664a0d8b5ef52adae600c9fa,32.0,Joke,"I thought about going on an all-almond diet, but that's just nuts!",NUTS!,SQUIRREL,CRAZY,1.92,7.0,1.099,left,0.483,3.0,0.666,3.0,1
664a0d8b5ef52adae600c9fa,11.0,Sense2,The circus hires clowns because they are funny,FUNNY,WEIRD,LAUGHTER,1.081,6.0,1.366,right,0.8,1.0,0.933,2.0,1
664a0d8b5ef52adae600c9fa,3.0,Sense1,Two friends got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,1.265,6.0,2.683,right,0.652,1.0,0.949,2.0,1
664a0d8b5ef52adae600c9fa,38.0,Joke,"-This coffee tastes like mud 
-Well, it was just ground this morning!",GROUND,DIRT,CRUSH,1.526,6.0,1.616,right,0.787,1.0,0.865,2.0,0
664a0d8b5ef52adae600c9fa,35.0,Joke,The communist loved the summer because there were no classes,CLASSES,SCHOOL,STATUS,2.144,3.0,1.566,right,0.795,1.0,1.267,1.0,0
664a0d8b5ef52adae600c9fa,16.0,Sense2,You can't breathe on the moon because there's no atmosphere,ATMOSPHERE,LIVELY,OXYGEN,1.394,7.0,1.565,right,0.57,1.0,0.963,3.0,1
664a0d8b5ef52adae600c9fa,4.0,Sense1,"The lawyer was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,1.484,7.0,1.548,right,0.803,1.0,1.266,3.0,1
664a0d8b5ef52adae600c9fa,7.0,Sense1,The woman was cross-eyed because she could not control her pupils,PUPILS,STUDENTS,EYES,1.514,6.0,1.849,right,0.744,1.0,1.115,2.0,1
664a0d8b5ef52adae600c9fa,13.0,Sense2,The bank had to fire a few employees because it had too many tellers,TELLERS,GOSSIP,CASHIER,2.266,6.0,1.366,right,0.887,1.0,1.013,2.0,1
664a0d8b5ef52adae600c9fa,37.0,Joke,It's hard for leopards to hide as they're always spotted.,SPOTTED,SEEN,PATTERNED,1.713,5.0,1.365,left,0.997,2.0,0.866,1.0,1
664a0d8b5ef52adae600c9fa,20.0,Sense2,Mac users get fewer viruses because they don't have Windows,WINDOWS,COMPUTER,GLASS,1.6,2.0,1.616,right,0.466,1.0,0.967,2.0,1
664a0d8b5ef52adae600c9fa,8.0,Sense1,I told her I was going to make her mine. She loved the idea of marrying me,MINE,BELONG,QUARRY,2.427,1.0,1.299,right,0.719,1.0,0.914,3.0,1
664a0d8b5ef52adae600c9fa,6.0,Sense1,The problem with thieves is that they always take other people's things,TAKE,STOLEN,PERSPECTIVE,2.145,1.0,1.1,right,0.352,1.0,1.018,3.0,1
5af1a4bc6e136b0001411714,2.0,Joke,The key to excel in sports is to stay positive,POSITIVE,STEROIDS,ATTITUDE,3.7742,7.0,3.3321,right,2.9011,1.0,2.6888,3.0,0
5af1a4bc6e136b0001411714,1.0,Joke,"- Is this safe to eat?
- No, it's for storing valuable objects",SAFE,BANK,HARMLESS,4.479,2.0,5.5798,left,3.048,5.0,2.3965,2.0,1
5af1a4bc6e136b0001411714,15.0,Sense1,"I asked the chief about the spies. She whispered, ""They're right behind you!""",RIGHT BEHIND YOU,DANGER,LOCATION,6.3059,4.0,8.1533,right,3.7982,1.0,3.8551,0.0,1
5af1a4bc6e136b0001411714,10.0,Joke,"-Order in the court!
-Ham and cheese on rye, your Honour.",ORDER,ASK,JUDGE,2.9572,4.0,2.8353,left,1.7295,7.0,2.0709,0.0,1
5af1a4bc6e136b0001411714,22.0,Sense2,Jellyfish can't digest food internally. They don't have guts,GUTS,COURAGE,ORGANS,3.0151,4.0,2.3301,right,2.7674,1.0,1.7795,0.0,1
5af1a4bc6e136b0001411714,20.0,Sense1,Prisoners don't get enough light because they don't have windows,WINDOWS,COMPUTER,GLASS,4.5176,4.0,2.8909,left,4.8239,2.0,4.295,0.0,0
5af1a4bc6e136b0001411714,24.0,Sense2,The square is the dead center of town,DEAD CENTER,COFFIN,MIDDLE,5.2488,5.0,3.9632,right,3.7339,1.0,2.3538,1.0,1
5af1a4bc6e136b0001411714,7.0,Joke,The teacher's eyes were crossed because she could not control her pupils,PUPILS,STUDENTS,EYES,3.4999,4.0,1.3634,right,2.9943,1.0,1.9057,0.0,0
5af1a4bc6e136b0001411714,4.0,Joke,"Joan d'Arc was not great at her job, she got fired",FIRED,BURN,UNEMPLOYED,2.9175,4.0,1.8225,left,1.3964,4.0,1.3194,0.0,1
5af1a4bc6e136b0001411714,21.0,Sense2,The calendar was useful. Its pages were numbered.,NUMBERED,LIMITED,SEQUENCE,4.0193,4.0,3.2467,left,2.2028,2.0,1.6807,0.0,0
5af1a4bc6e136b0001411714,6.0,Joke,The problem with kleptomaniacs is that they always take things literally.,TAKE,STOLEN,PERSPECTIVE,3.6916,4.0,4.1044,right,3.0393,1.0,2.495,0.0,0
5af1a4bc6e136b0001411714,28.0,Sense2,"I used to make money off my savings, but I lost the interest",INTEREST,ENTHUSIASM,EARNINGS,11.2135,4.0,1.2485,left,8.0666,3.0,1.4452,0.0,0
5af1a4bc6e136b0001411714,13.0,Sense1,The receptionist considered himself a teller of hard truths,TELLERS,GOSSIP,CASHIER,3.1622,3.0,6.6225,right,5.1116,2.0,1.7721,1.0,1
5af1a4bc6e136b0001411714,5.0,Joke,Two fish in a tank. One says: How do you drive this thing?,TANK,WAR,WATER,3.0991,6.0,3.1965,left,2.8083,6.0,1.6635,2.0,1
5af1a4bc6e136b0001411714,11.0,Sense1,Cannibals don't eat rotten eggs because they taste funny,FUNNY,WEIRD,LAUGHTER,3.5585,2.0,8.1028,right,2.9726,1.0,1.7966,2.0,1
5af1a4bc6e136b0001411714,17.0,Sense1,Sleepy people don't want to give up their bed covers,COVERS,DUVET,IDENTITY,18.6372,2.0,4.3303,left,2.9629,3.0,1.7817,2.0,0
5af1a4bc6e136b0001411714,29.0,Sense2,"I thought pressing the camera button was doing nothing, but then it clicked.",IT CLICKED,INSIGHT,SOUND,4.5878,7.0,3.2234,right,2.8917,2.0,2.2525,3.0,1
5af1a4bc6e136b0001411714,26.0,Sense2,I did not destroy the calendar. All I did was rip a day off.,DAY OFF,LEAVE,RIP,3.3172,1.0,2.963,left,4.3996,3.0,1.9126,3.0,0
5af1a4bc6e136b0001411714,18.0,Sense1,Why was the belt created? For holding up a pair of pants,HOLDING UP,FASTEN,ROB,3.5313,1.0,2.5651,left,1.9566,5.0,1.0599,3.0,0
5af1a4bc6e136b0001411714,3.0,Joke,Two cellphones got married. The reception was fantastic,RECEPTION,SIGNAL,PARTY,2.7097,7.0,4.5809,left,4.6881,6.0,3.1451,3.0,1
5af1a4bc6e136b0001411714,8.0,Joke,I told her I was going to make her mine. She has extracted two rubies so far,MINE,BELONG,QUARRY,10.9588,5.0,4.8143,right,81.9839,1.0,3.4454,1.0,0
5af1a4bc6e136b0001411714,27.0,Sense2,I told her that she was drawing her eyebrows too high; she looked angry,LOOKED,APPEARED,EXPRESSION,5.8823,2.0,3.4875,right,2.6117,1.0,4.7221,2.0,1
5af1a4bc6e136b0001411714,25.0,Sense2,She had a photographic negative but never developed it.,DEVELOPED,IMPROVE,FILM,16.747,4.0,4.4783,right,3.8619,1.0,7.4521,0.0,1
5af1a4bc6e136b0001411714,19.0,Sense1,The toddler would only eat pasta: he was going through a stage,STAGE,THEATER,PHASE,31.5258,7.0,2.6371,right,2.4895,1.0,2.0297,3.0,1
5af1a4bc6e136b0001411714,12.0,Sense1,"After seeing the salad dressing, the chef was satisfied",DRESSING,NAKED,CAESAR,63.3554,7.0,2.5961,right,2.8762,1.0,1.8362,3.0,1
5af1a4bc6e136b0001411714,23.0,Sense2,Why did the painting cost extra? Because it was framed,FRAMED,TRAPPED,WOODEN,6.1826,7.0,2.4227,right,1.5485,1.0,2.2533,3.0,1
5af1a4bc6e136b0001411714,30.0,Sense2,"I saw the car didn't stop at the red light, and then it hit me.",IT HIT ME,REALISE,STRIKE,3.6003,7.0,2.7138,right,1.909,1.0,1.6295,3.0,1
5af1a4bc6e136b0001411714,14.0,Sense1,"I heard he was on a roll, turns out his last three books were bestsellers.",ROLL,BREAD,SUCCESS,6.55,5.0,6.2282,right,4.5008,1.0,1.9454,1.0,1
5af1a4bc6e136b0001411714,16.0,Sense1,"The restaurant at the resort had great food, but no atmosphere",ATMOSPHERE,LIVELY,OXYGEN,4.4493,1.0,2.8713,right,1.3722,1.0,1.9224,3.0,1
5af1a4bc6e136b0001411714,9.0,Joke,"I don't like people who take drugs, for example: airport security.",TAKE,SNATCH,USE,5.5904,1.0,2.5035,right,1.5132,1.0,1.8057,3.0,0
